year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,brand
2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5,114.0,3500.0,Tata
2006,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2017,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,Honda
2017,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,Honda
2013,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7,130.0,4000.0,Maruti
2014,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5,248.0,2250.0,Nissan
2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,145.0,4600.0,Honda
1983,10000,Diesel,Individual,Manual,Third Owner,19.369999,1248,81.86,5,160.0,3000.0,Mahindra
2016,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,3600.0,Toyota
2017,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti
2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,219.7,2750.0,Hyundai
2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,190.24,2250.0,Hyundai
2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti
2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5,112.78,4500.0,Maruti
2012,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5,114.0,4000.0,Maruti
2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,78.0,4500.0,Maruti
2017,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5,190.0,2000.0,Maruti
2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,Nissan
2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,78.0,4500.0,Maruti
2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5,154.9,4200.0,Hyundai
2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,90.0,3500.0,Maruti
2005,60000,Petrol,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Hyundai
2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,90.0,3500.0,Maruti
2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti
2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti
2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,Nissan
2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,259.9,2750.0,Hyundai
2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5,104.0,4000.0,Datsun
2018,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7,420.0,2600.0,Toyota
2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,72.0,4386.0,Renault
2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,109.0,4500.0,Honda
2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,110.0,3750.0,Volkswagen
2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5,134.0,4000.0,Nissan
2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5,170.0,2400.0,Toyota
2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,111.8,4000.0,Hyundai
2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,Renault
2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7,200.06,3400.0,Toyota
2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5,100.0,2700.0,Tata
2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5,177.5,4700.0,Hyundai
2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4,51.0,4000.0,Tata
2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,Nissan
2005,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2016,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5,250.0,5300.0,Volkswagen
2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,320.0,3000.0,Tata
2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,90.0,3500.0,Maruti
2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda
2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,200.0,3600.0,Toyota
2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,132.0,3000.0,Toyota
2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti
2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,190.24,2250.0,Hyundai
2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,2500.0,BMW
2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,110.0,4800.0,Honda
2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,350.0,2750.0,Volvo
2012,162000,Diesel,Individual,Manual,Third Owner,19.369999,1248,81.86,5,160.0,3000.0,Toyota
2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5,218.0,4200.0,Honda
2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,259.8,2750.0,Hyundai
2005,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,200.0,1750.0,Maruti
2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,235.36,2750.0,Hyundai
2016,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,5,145.0,4600.0,Honda
2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2012,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,132.39,2500.0,Tata
2020,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5,85.0,3000.0,Maruti
2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,330.0,2800.0,Mahindra
2010,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,5,101.0,3000.0,Maruti
2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,5,400.0,3000.0,Volvo
2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5,160.0,1750.0,Honda
2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,219.7,2750.0,Hyundai
2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5,180.4,2500.0,Hyundai
2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,200.0,3400.0,Toyota
2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5,170.0,2400.0,Toyota
2017,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2008,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,200.06,3400.0,Toyota
2011,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5,160.0,2000.0,Nissan
2009,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2013,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti
2015,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5,230.0,2500.0,Volkswagen
2011,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5,160.0,2000.0,Mahindra
2004,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti
2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2015,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,113.75,4000.0,Hyundai
2015,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,5,160.0,2000.0,Ford
2012,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,320.0,2700.0,Tata
2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0,Ford
2014,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti
2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5,151.0,4850.0,Hyundai
2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,2500.0,Tata
2018,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,3250.0,Ford
2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5,219.66,2750.0,Hyundai
2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2750.0,Hyundai
2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,Nissan
2015,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5,115.0,4000.0,Maruti
2020,2136,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,91.0,4250.0,Datsun
2012,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7,200.0,3400.0,Toyota
2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,200.0,3400.0,Toyota
2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti
2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5,245.0,1750.0,Renault
2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,172.5,1750.0,Chevrolet
2017,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,Maruti
2015,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7,360.0,3200.0,Toyota
2016,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2015,130000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7,360.0,3200.0,Toyota
2011,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7,320.0,2000.0,Chevrolet
2011,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,135.0,2500.0,Tata
2016,35000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,104.0,4000.0,Nissan
2010,110000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5,235.36,2750.0,Hyundai
2014,21000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,130.0,4000.0,Maruti
2013,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,90.0,5,204.0,2750.0,Ford
2010,40000,Diesel,Individual,Manual,First Owner,16.6,1405,70.0,5,140.24,3000.0,Tata
2008,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2010,65000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,90.0,3500.0,Maruti
2011,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2015,119000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,259.9,2750.0,Hyundai
2016,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti
2017,90000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2016,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5,154.9,4200.0,Hyundai
2014,80000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti
2020,44665,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,2250.0,Mahindra
2019,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,5,250.0,2750.0,Kia
2018,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,113.75,4000.0,Hyundai
2016,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,109.0,4500.0,Honda
2014,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2016,70000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,125.0,2000.0,Maruti
2008,123000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,114.0,4000.0,Maruti
2011,70000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250.0,2500.0,Volkswagen
2013,45000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,170.0,2400.0,Toyota
2015,40000,Petrol,Individual,Automatic,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai
2019,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2007,90000,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5,172.0,4300.0,Honda
2016,34000,Petrol,Individual,Manual,Second Owner,17.5,1373,91.1,7,130.0,4000.0,Maruti
2017,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2013,50000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet
2017,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,Tata
2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet
2009,146000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.0,7,320.0,2700.0,Tata
2012,85000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,102.0,4000.0,Ford
2009,201850,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,5,85.0,2500.0,Tata
2016,30000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2018,15000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti
2011,90000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti
2008,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2011,50000,Diesel,Individual,Manual,First Owner,17.2,1396,53.5,5,83.36,2500.0,Tata
2012,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,8,180.0,1500.0,Mahindra
2010,110000,Diesel,Individual,Manual,Second Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2016,38000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2016,100000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,7,101.0,3000.0,Maruti
2012,30000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5,114.0,4000.0,Maruti
2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,114.0,4000.0,Maruti
2015,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,106.5,4400.0,Chevrolet
2016,30000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,108.5,5000.0,Chevrolet
2009,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2018,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,2500.0,Jeep
2015,22000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,145.0,4600.0,Honda
2012,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,250.0,2500.0,Volkswagen
2018,20000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai
2014,15000,Diesel,Individual,Manual,First Owner,15.42,1405,70.0,7,135.0,2500.0,Tata
2014,30000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5,113.7,4000.0,Hyundai
2010,50000,Petrol,Individual,Manual,First Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2007,110000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5,115.0,3200.0,Hyundai
2015,80000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,108.5,5000.0,Chevrolet
2008,50000,Diesel,Individual,Manual,Third Owner,19.369999,1248,81.86,5,160.0,3000.0,Maruti
2015,110000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,4000.0,Tata
2013,70000,Diesel,Individual,Manual,Second Owner,19.68,1399,67.0,5,160.0,2000.0,Ford
2002,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti
2013,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8,200.0,3600.0,Toyota
2010,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2015,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2009,90000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti
2017,32000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2016,30000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,360.0,3400.0,Toyota
2018,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti
2018,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2016,30000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,110.0,4800.0,Honda
2017,43000,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,145.0,4600.0,Honda
2012,60000,Petrol,Dealer,Manual,First Owner,17.7,1497,113.42,5,144.15,4500.0,Hyundai
2015,50000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,5,104.0,4400.0,Nissan
2018,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0,Ford
2017,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2018,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,72.0,4386.0,Datsun
2018,19100,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,5,120.0,4250.0,Ford
2014,54000,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,5,205.0,3250.0,Ford
2018,35000,Diesel,Individual,Manual,First Owner,22.71,1461,84.8,5,200.0,2000.0,Nissan
2018,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2016,52000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,Maruti
2011,120000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,219.67,2750.0,Hyundai
2013,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,200.0,1750.0,Maruti
2010,90000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,5,200.0,3000.0,Tata
2013,75000,Diesel,Individual,Automatic,First Owner,22.32,1582,126.3,5,259.9,2750.0,Hyundai
2011,97500,Petrol,Individual,Manual,First Owner,19.369999,1248,0.0,5,160.0,3000.0,Maruti
2016,100000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,280.0,2800.0,Mahindra
2012,55735,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0,Renault
2014,80000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,330.0,2800.0,Mahindra
2016,50000,Petrol,Individual,Manual,Second Owner,24.7,796,47.3,5,69.0,3500.0,Maruti
2013,70000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.1,5,160.0,2000.0,Ford
2012,76000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai
2020,1500,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti
2012,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2015,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2009,170000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,200.06,3400.0,Toyota
2013,181491,Diesel,Dealer,Manual,First Owner,13.5,2477,175.56,7,400.0,2500.0,Mitsubishi
2016,53319,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,142.5,1750.0,Chevrolet
2017,40906,Diesel,Dealer,Manual,First Owner,21.66,1498,108.62,5,250.0,3000.0,Volkswagen
2012,31711,Petrol,Dealer,Manual,Second Owner,17.6,1496,88.7,5,132.0,3000.0,Toyota
2012,43755,Petrol,Dealer,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai
2010,59549,Petrol,Dealer,Manual,First Owner,19.0,998,67.1,5,90.0,3500.0,Maruti
2015,94385,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,8,200.0,3600.0,Toyota
2010,73730,Petrol,Dealer,Manual,First Owner,18.2,998,67.1,5,90.0,3500.0,Maruti
2013,148120,Diesel,Dealer,Manual,First Owner,14.24,2755,174.5,7,420.0,2600.0,Toyota
2018,30000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai
2011,142000,Diesel,Individual,Manual,Third Owner,13.7,2179,138.1,7,320.0,2700.0,Tata
2011,20000,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,10,1127.76,2500.0,Tata
2009,120000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,5,200.0,3000.0,Tata
2011,80000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2016,60000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,5,135.0,2500.0,Tata
2016,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0,Renault
2011,50000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1500.0,Mahindra
2017,126000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2800.0,Mahindra
2015,170000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti
2013,24000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti
2017,100000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti
2019,10000,Petrol,Individual,Manual,First Owner,24.0,1199,83.81,5,114.0,3500.0,Tata
2012,70000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,Ford
2011,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti
2008,80000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai
2015,16500,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,4000.0,Tata
2017,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2017,80000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti
2016,25000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti
2019,20000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,190.24,2250.0,Hyundai
2016,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault
2014,50000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,195.0,2200.0,Mahindra
2004,100000,Petrol,Individual,Automatic,Second Owner,9.0,2997,218.0,5,196.0,5000.0,Honda
